ID,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,y
20508,35,2,1,1,0,7546,0,0,0,28,8,255,1,88,2,0.0
20509,38,1,0,1,0,2724,0,0,0,16,5,177,4,-1,0,0.0
20510,46,0,0,0,0,4646,0,0,0,7,5,33,3,359,1,0.0
20511,49,3,0,0,0,326,0,0,0,7,5,99,2,-1,0,0.0
20512,35,2,1,0,0,2144,0,0,0,30,1,146,2,262,2,0.0
20513,29,1,1,1,0,0,1,0,0,16,5,16,25,-1,0,0.0
20514,41,3,2,1,0,861,0,0,0,31,7,108,13,-1,0,0.0
20515,31,1,2,1,0,883,0,0,0,19,11,168,1,-1,0,0.0
20516,46,1,0,0,0,5127,1,0,0,6,8,472,1,-1,0,0.0
20517,46,2,0,0,0,138,0,0,0,7,4,226,2,-1,0,0.0
20518,33,0,0,0,0,7063,0,0,0,28,5,116,9,-1,0,0.0
20519,46,1,0,1,1,549,1,0,0,21,8,87,8,-1,0,0.0
20520,39,3,0,2,0,237,1,0,0,16,6,215,2,-1,0,0.0
20521,38,0,2,2,0,0,1,0,0,12,6,133,1,-1,0,0.0
20522,44,0,1,0,0,2167,0,0,0,7,5,1273,1,-1,0,0.0
20523,33,4,0,0,0,233,1,0,0,29,8,155,2,-1,0,0.0
20524,30,1,1,0,0,18,0,0,0,17,11,294,1,-1,0,0.0
20525,58,4,2,0,0,739,0,0,0,20,4,304,7,335,5,0.0
20526,43,2,0,1,0,610,1,0,0,4,8,454,1,-1,0,0.0
20527,37,0,0,0,0,395,0,0,0,17,4,157,2,-1,0,0.0
20528,33,4,1,0,0,772,0,0,0,29,1,323,2,259,3,0.0
20529,39,0,0,2,0,2615,0,0,0,3,6,88,6,-1,0,0.0
20530,51,1,1,1,0,3087,0,0,0,29,5,86,4,-1,0,0.0
20531,46,6,0,1,0,1148,1,0,1,29,7,104,2,-1,0,0.0
20532,57,5,0,2,0,6969,1,0,0,19,11,152,2,-1,0,0.0
20533,32,8,0,0,0,365,0,0,0,30,1,210,3,-1,0,0.0
20534,36,4,1,0,0,948,1,1,0,29,1,92,2,-1,0,0.0
20535,61,9,0,1,0,1389,1,0,0,8,4,250,1,-1,0,0.0
20536,36,0,0,2,0,347,1,0,0,4,2,167,2,-1,0,0.0
20537,56,4,0,0,0,750,1,1,0,11,8,92,3,-1,0,0.0
20538,78,9,0,0,0,499,1,0,1,16,3,80,4,-1,0,0.0
20540,50,1,1,1,0,490,1,0,0,14,8,273,5,-1,0,0.0
20541,28,0,0,0,0,1590,1,0,0,5,5,78,4,-1,0,0.0
20542,27,1,1,1,0,522,1,0,0,15,6,79,1,-1,0,0.0
20543,36,3,0,0,0,402,0,0,0,14,5,482,2,-1,0,0.0
20544,34,1,1,1,0,21,0,0,0,18,7,74,5,-1,0,0.0
20545,37,2,1,1,0,1609,1,1,0,20,6,10,19,-1,0,0.0
20546,30,1,0,1,0,105,1,0,0,8,8,112,2,-1,0,0.0
20547,30,0,0,0,0,0,1,1,0,21,11,718,1,-1,0,0.0
20548,39,1,0,1,0,218,1,0,0,19,8,97,9,-1,0,0.0
20549,38,1,1,1,0,2346,0,0,0,28,1,315,1,-1,0,0.0
20550,38,0,1,0,0,10,1,0,0,8,7,84,3,-1,0,0.0
20551,32,6,0,1,0,312,0,0,0,9,5,262,2,-1,0,0.0
20552,38,2,0,1,0,1042,0,0,0,4,2,419,2,-1,0,0.0
20553,35,0,1,0,0,88,0,0,0,16,5,344,4,-1,0,0.0
20554,58,5,2,1,0,5253,1,0,0,9,4,162,4,295,3,0.0
20555,45,2,0,0,0,3460,1,0,0,27,8,116,4,-1,0,0.0
20556,31,2,0,0,0,-292,0,1,0,3,6,186,1,-1,0,0.0
20558,35,4,2,0,0,440,0,0,0,2,6,101,1,-1,0,0.0
20559,40,2,1,0,0,-5,0,0,0,6,5,78,2,-1,0,0.0
20560,35,0,0,2,0,2732,0,0,0,18,11,254,1,-1,0,0.0
20561,74,5,0,2,0,0,1,0,1,13,11,332,2,92,2,0.0
20562,42,2,0,0,0,314,1,0,0,27,8,11,22,-1,0,0.0
20563,57,1,0,2,0,6900,1,0,0,21,4,159,2,-1,0,0.0
20564,24,0,0,0,0,0,1,0,0,28,5,94,1,-1,0,0.0
20565,45,2,0,0,0,2128,1,1,0,20,11,48,3,-1,0,0.0
20566,44,2,2,0,0,0,0,0,0,28,7,463,2,-1,0,0.0
20567,42,4,2,0,0,-291,0,0,0,14,7,129,2,-1,0,0.0
20568,34,2,0,0,0,46,0,1,0,3,7,412,1,-1,0,0.0
20569,33,7,0,1,0,595,1,0,0,7,8,22,2,-1,0,0.0
20570,48,4,0,0,0,622,0,0,0,25,7,95,1,-1,0,0.0
20571,36,2,1,1,0,743,0,0,0,3,6,517,1,-1,0,0.0
20572,55,7,0,0,0,653,0,0,0,17,11,193,2,186,1,0.0
20573,55,7,2,1,0,461,0,1,0,16,6,267,3,-1,0,0.0
20574,51,2,0,0,0,1490,0,0,0,2,2,177,1,199,2,0.0
20575,28,1,1,1,0,7544,0,0,0,26,5,470,1,-1,0,0.0
20576,58,1,0,1,0,1271,0,0,0,28,1,146,1,-1,0,0.0
20577,37,3,0,0,0,3427,1,0,0,27,2,46,1,-1,0,0.0
20578,46,1,0,0,0,790,0,0,0,17,4,365,1,-1,0,0.0
20579,48,4,2,0,0,-203,0,0,0,18,5,156,5,297,1,0.0
20580,52,8,0,2,0,-110,1,1,0,29,1,141,1,-1,0,0.0
20581,51,0,0,2,0,63,0,1,0,31,7,87,4,-1,0,0.0
20582,30,0,1,0,0,18,1,0,0,9,5,395,1,-1,0,0.0
20583,43,3,1,0,0,-497,0,0,0,6,5,234,2,-1,0,0.0
20584,29,1,1,1,0,797,0,0,0,18,5,334,2,-1,0,0.0
20585,38,3,0,0,0,-33,1,0,0,29,1,162,1,-1,0,0.0
20586,30,1,1,1,0,849,0,0,0,28,5,261,6,-1,0,0.0
20587,50,8,1,1,0,0,0,0,0,6,8,102,2,-1,0,0.0
20588,45,9,0,2,0,317,0,0,0,8,4,325,2,-1,0,0.0
20589,38,1,1,1,0,-974,0,0,0,30,5,120,3,-1,0,0.0
20590,45,2,0,2,0,6535,1,0,0,30,7,639,2,-1,0,0.0
20591,48,1,0,1,0,879,1,0,0,19,11,136,3,-1,0,0.0
20592,33,0,1,0,0,1925,0,0,0,8,5,87,2,67,2,0.0
20594,52,2,2,0,0,137,0,0,0,30,5,84,3,-1,0,0.0
20595,32,2,0,1,0,514,0,0,0,20,5,414,2,-1,0,0.0
20596,39,3,2,0,0,83,0,0,0,30,7,69,6,-1,0,0.0
20597,51,7,0,0,0,0,0,0,0,7,5,158,1,300,2,0.0
20598,50,6,0,0,0,-465,0,0,0,30,5,42,11,-1,0,0.0
20599,42,0,0,0,0,525,0,0,0,20,6,10,6,-1,0,0.0
20600,56,1,0,1,0,4,0,1,0,30,1,299,1,2,5,0.0
20601,31,1,1,0,0,202,0,0,0,7,5,590,1,-1,0,0.0
20602,35,1,0,1,0,12256,0,0,0,19,11,308,4,-1,0,0.0
20603,42,0,0,2,0,7735,0,0,0,13,4,166,1,144,2,0.0
20604,52,2,0,0,0,0,1,0,0,29,8,67,2,-1,0,0.0
20605,29,1,0,2,0,5547,1,0,0,3,7,236,2,-1,0,0.0
20606,33,3,2,0,0,-331,0,1,0,11,5,186,2,350,3,0.0
20607,47,1,0,1,0,999,1,0,0,16,11,111,1,94,1,0.0
20608,40,3,1,0,0,142,1,1,0,20,6,14,3,-1,0,0.0
20609,43,9,0,0,0,-177,0,0,0,21,5,172,2,-1,0,0.0
20610,25,4,1,0,0,-41,1,1,0,14,7,114,2,-1,0,0.0
20611,48,2,0,0,0,3519,1,1,0,26,2,229,1,60,2,0.0
20612,31,2,0,0,0,-720,0,0,0,17,6,638,16,-1,0,0.0
20613,38,1,0,0,0,96,0,0,0,20,11,151,3,-1,0,0.0
20614,30,0,1,0,0,931,0,0,0,30,5,65,7,-1,0,0.0
20615,43,8,0,0,0,775,1,0,0,14,8,98,1,106,1,0.0
20616,45,1,0,1,0,1293,1,0,1,16,7,188,3,-1,0,0.0
20617,33,0,0,0,0,0,0,0,0,27,5,190,1,-1,0,0.0
20618,31,2,1,1,0,-241,0,0,0,18,5,333,2,355,1,0.0
20619,47,0,0,2,0,1480,1,0,0,28,8,460,5,-1,0,0.0
20620,40,3,0,0,0,-54,0,0,0,8,5,183,1,-1,0,0.0
20621,41,4,0,0,0,0,0,0,0,5,5,114,2,-1,0,0.0
20622,50,7,0,1,0,221,0,0,0,20,4,319,2,340,1,0.0
20623,32,3,0,0,0,0,0,0,0,20,5,464,2,-1,0,0.0
20624,27,3,1,0,0,1,1,0,0,3,6,42,1,-1,0,0.0
20625,31,2,1,1,0,25,1,0,0,26,8,265,16,-1,0,0.0
20626,30,0,1,2,0,5641,1,0,0,21,11,695,3,-1,0,0.0
20627,36,4,2,1,0,58,0,0,0,28,7,29,13,-1,0,0.0
20628,28,1,1,1,0,781,1,0,0,9,4,125,6,-1,0,0.0
20629,40,7,0,0,0,780,0,0,0,17,6,163,1,-1,0,0.0
20630,55,8,0,0,1,1108,0,1,0,2,6,75,4,-1,0,0.0
20631,42,0,0,2,0,666,0,0,0,15,5,202,3,-1,0,0.0
20632,37,0,0,2,0,1720,0,0,0,2,6,118,1,-1,0,0.0
20633,31,4,1,0,0,658,1,0,0,22,5,100,1,-1,0,0.0
20634,34,7,1,0,0,318,0,0,0,21,11,36,2,-1,0,0.0
20635,37,1,0,1,0,7785,0,0,0,17,4,231,2,-1,0,0.0
20636,49,2,0,0,0,1091,1,0,1,30,7,47,2,-1,0,0.0
20637,27,3,1,0,0,321,1,1,0,2,9,4,1,-1,0,0.0
20638,33,0,0,0,0,91,0,0,0,14,4,283,2,-1,0,0.0
20639,46,7,1,1,0,1410,0,0,0,19,11,93,1,189,8,0.0
20640,47,1,0,1,0,0,0,0,1,6,2,138,4,9,2,0.0
20641,30,1,0,1,0,1077,1,0,0,9,12,124,1,-1,0,0.0
20642,38,1,1,1,0,667,0,0,0,17,4,479,2,-1,0,0.0
20643,35,0,0,0,0,3015,0,0,0,9,6,753,2,-1,0,0.0
20644,47,0,0,2,1,25,0,1,0,7,7,142,3,-1,0,0.0
20645,36,3,2,0,0,592,1,0,0,6,7,413,5,-1,0,0.0
20646,27,4,1,0,0,795,1,0,0,6,2,101,3,-1,0,0.0
20647,45,0,0,2,0,1291,0,0,0,28,8,189,17,-1,0,0.0
20648,45,3,0,0,0,251,0,0,0,5,5,304,2,259,2,0.0
20649,56,0,0,0,0,316,0,0,0,19,5,27,1,-1,0,0.0
20650,41,8,0,0,0,274,0,0,0,29,7,207,4,-1,0,0.0
20651,30,2,0,0,0,1,0,0,0,30,5,189,5,-1,0,0.0
20652,40,4,0,0,0,695,0,0,0,11,5,270,1,348,10,0.0
20653,55,5,0,1,0,8037,1,0,0,3,2,114,2,-1,0,0.0
20654,42,0,0,0,0,1123,0,0,0,29,5,105,3,-1,0,0.0
20655,35,3,1,0,0,1537,0,0,0,5,5,84,5,-1,0,0.0
20656,40,0,0,0,0,1554,0,0,0,9,4,385,2,331,1,0.0
20657,34,0,0,0,0,457,0,0,0,9,5,266,1,-1,0,0.0
20658,34,4,1,1,0,239,1,0,0,28,1,699,2,-1,0,0.0
20659,31,4,1,0,0,8,1,0,0,7,7,340,3,-1,0,0.0
20660,57,1,2,1,0,2549,1,0,0,30,1,456,3,197,2,0.0
20661,36,1,2,1,0,3611,0,0,0,4,6,347,3,-1,0,0.0
20662,51,0,0,0,0,1151,0,1,0,29,7,125,2,-1,0,0.0
20663,39,9,0,0,0,365,0,0,0,7,5,274,4,-1,0,0.0
20664,38,6,0,0,0,-17,0,0,0,17,4,110,3,326,1,0.0
20665,38,2,2,0,0,-478,0,0,0,28,5,154,1,-1,0,0.0
20666,31,3,1,0,0,299,0,0,0,7,5,492,2,-1,0,0.0
20667,37,1,1,1,0,156,1,0,0,5,2,7,10,-1,0,0.0
20668,61,3,2,1,0,89,1,0,0,24,11,141,2,95,2,0.0
20669,44,4,0,0,0,163,0,0,0,17,11,73,1,-1,0,0.0
20670,28,1,1,1,0,21,0,0,0,8,5,219,3,-1,0,0.0
20671,37,2,0,1,0,3043,0,0,0,5,5,249,1,300,1,0.0
20672,31,3,1,0,0,-1,0,0,0,15,5,99,1,352,1,0.0
20673,38,0,0,0,0,-220,0,0,0,27,5,518,2,-1,0,0.0
20674,33,9,0,2,0,167,1,0,0,21,8,141,2,-1,0,0.0
20675,57,2,2,0,0,145,1,1,0,16,6,420,4,-1,0,0.0
20676,48,0,0,0,0,101,1,0,0,14,7,549,3,-1,0,0.0
20677,46,1,0,1,1,-337,1,1,0,21,8,120,2,-1,0,0.0
20678,40,0,0,2,0,0,0,0,0,5,5,463,1,-1,0,0.0
20679,27,10,1,1,0,1013,1,0,0,28,1,965,3,-1,0,0.0
20680,47,0,0,0,0,3285,1,0,0,31,7,248,5,-1,0,0.0
20681,50,2,1,0,0,3897,1,0,0,26,10,298,1,-1,0,0.0
20682,43,0,0,2,0,547,1,1,0,9,6,96,6,-1,0,0.0
20683,47,1,0,1,0,1122,1,0,0,24,12,956,1,-1,0,0.0
20684,43,3,0,0,0,323,0,1,0,12,5,43,3,369,2,0.0
20685,27,2,1,0,0,471,0,1,0,24,7,136,2,-1,0,0.0
20686,46,7,0,2,0,171,0,0,0,29,5,52,3,-1,0,0.0
20687,35,0,0,0,0,1454,0,0,1,20,4,19,6,-1,0,0.0
20688,31,2,0,0,0,7,1,0,1,6,8,116,6,-1,0,0.0
20689,42,1,2,1,0,-259,1,1,0,29,1,149,1,-1,0,0.0
20690,41,9,2,0,0,43,0,0,1,17,4,198,1,-1,0,0.0
20691,35,1,0,1,0,14,0,1,0,8,5,64,1,-1,0,0.0
20692,45,9,0,1,0,40,0,0,0,3,9,81,1,213,1,0.0
20693,39,1,1,1,0,93,0,1,0,13,5,196,2,331,3,0.0
20694,44,0,0,2,0,75,1,0,0,16,5,107,3,-1,0,0.0
20695,39,2,1,0,0,-225,1,0,0,19,8,220,1,-1,0,0.0
20696,50,2,1,1,0,339,0,0,0,5,5,2,3,-1,0,0.0
20697,37,2,0,0,0,439,0,0,0,20,5,215,2,-1,0,0.0
20698,41,0,0,0,0,2044,0,1,0,29,7,234,5,-1,0,0.0
20699,51,1,0,1,0,94,0,0,0,19,11,281,3,-1,0,0.0
20700,38,0,1,1,0,797,0,0,0,11,6,124,4,-1,0,0.0
20701,35,0,0,0,0,0,0,0,0,9,7,277,1,-1,0,0.0
20702,53,6,0,1,0,167,0,0,0,7,5,84,1,343,1,0.0
20703,39,0,0,0,0,-220,0,0,0,14,5,282,1,352,2,0.0
20704,36,1,0,0,0,-267,1,0,0,21,7,368,2,-1,0,0.0
20705,43,5,2,2,0,5805,1,0,0,13,8,111,5,-1,0,0.0
20706,31,1,1,1,0,69,1,0,0,11,8,257,2,-1,0,0.0
20707,38,4,1,0,0,322,0,0,0,26,5,61,1,-1,0,0.0
20708,56,0,0,0,0,2190,1,1,0,30,1,90,2,232,1,0.0
20709,32,7,1,1,0,6259,0,0,0,9,5,230,2,-1,0,0.0
20710,31,2,0,0,0,54,1,0,0,20,11,775,1,-1,0,0.0
20711,57,5,2,2,0,606,1,0,0,4,5,227,2,-1,0,0.0
20712,31,2,0,0,0,4800,0,0,0,29,8,165,4,-1,0,0.0
20713,45,1,0,1,0,3857,0,0,0,2,2,195,1,-1,0,0.0
20714,39,4,2,0,0,-388,0,0,0,9,7,205,2,-1,0,0.0
20715,39,4,0,0,0,0,1,0,0,7,7,333,5,-1,0,0.0
20716,52,2,0,0,0,196,0,1,0,24,2,116,1,273,3,0.0
20717,29,1,1,0,0,584,0,0,0,16,6,541,19,-1,0,0.0
20718,55,0,0,2,0,1101,1,0,0,18,6,744,3,-1,0,0.0
20719,26,2,0,0,0,47,0,0,0,9,5,282,2,-1,0,0.0
20720,28,4,2,0,0,356,1,0,0,28,1,296,1,-1,0,0.0
20721,32,6,1,1,0,444,1,0,0,19,11,101,1,-1,0,0.0
20722,46,0,0,0,0,130,0,0,0,14,5,106,1,349,1,0.0
20723,36,2,0,0,0,-179,0,0,0,18,11,476,2,124,1,0.0
20724,26,1,1,1,0,531,1,1,0,27,5,57,1,-1,0,0.0
20725,26,0,1,0,0,2,0,0,0,30,5,170,4,-1,0,0.0
20726,34,3,1,0,0,846,0,0,0,17,4,758,2,-1,0,0.0
20727,35,1,0,0,0,1160,0,0,0,27,5,116,3,-1,0,0.0
20728,46,7,0,0,0,0,0,1,0,29,7,54,16,-1,0,0.0
20729,40,0,0,0,0,2932,0,0,0,9,6,22,17,-1,0,0.0
20730,34,6,1,1,0,876,0,0,0,17,11,145,2,-1,0,0.0
20731,43,3,1,1,0,664,0,0,0,17,4,119,1,-1,0,0.0
20732,59,1,0,1,0,3165,0,0,0,12,6,278,2,-1,0,0.0
20733,52,1,0,1,0,0,0,0,1,13,5,179,3,257,6,0.0
20734,55,0,0,0,0,4577,1,0,0,15,6,24,1,-1,0,0.0
20735,30,2,0,1,0,0,1,0,0,21,8,351,6,-1,0,0.0
20736,43,1,0,1,0,1188,1,0,0,27,5,140,2,-1,0,0.0
20737,34,4,0,0,0,2048,0,0,0,19,11,307,2,-1,0,0.0
20738,52,0,0,2,0,1401,1,0,0,26,8,77,8,-1,0,0.0
20739,26,10,1,0,0,8015,1,0,0,26,5,109,1,-1,0,0.0
20740,30,2,0,1,0,1045,1,0,0,11,8,65,4,-1,0,0.0
20741,33,1,0,1,0,1412,1,0,0,6,2,433,2,-1,0,0.0
20742,50,1,0,1,0,0,1,0,0,11,6,916,1,-1,0,0.0
20743,43,4,1,0,0,21,1,0,0,3,2,203,3,-1,0,0.0
20744,37,1,1,1,0,6158,0,0,0,21,11,14,9,-1,0,0.0
20745,32,6,0,0,0,67,1,0,0,5,8,153,1,-1,0,0.0
20746,57,0,0,2,0,179,1,0,0,9,6,230,3,-1,0,0.0
20747,37,2,0,0,0,2707,0,0,1,16,7,109,1,-1,0,0.0
20748,37,1,0,1,0,784,0,0,0,9,2,41,3,-1,0,0.0
20749,32,0,0,0,0,517,0,0,0,5,5,528,1,-1,0,0.0
20750,36,1,0,1,0,396,1,0,0,21,11,64,2,100,5,0.0
20751,43,1,0,0,0,17555,1,0,0,26,8,14,14,-1,0,0.0
20752,56,5,0,0,0,230,1,0,0,8,9,167,1,92,2,0.0
20753,52,3,0,0,0,5122,1,1,0,7,8,218,7,-1,0,0.0
20754,42,1,0,1,0,1823,0,0,0,13,5,31,1,-1,0,0.0
20755,53,0,0,0,0,913,0,0,0,7,5,213,1,288,1,0.0
20756,31,0,0,2,0,206,0,0,0,23,5,1171,1,-1,0,0.0
20757,28,0,0,2,0,674,0,0,1,14,5,921,4,-1,0,0.0
20758,34,3,0,2,0,412,0,0,0,30,7,134,2,-1,0,0.0
20759,37,9,0,0,0,1863,1,0,0,6,8,163,2,-1,0,0.0
20760,45,3,0,0,0,857,0,0,0,21,11,169,1,92,20,0.0
20761,36,8,1,1,0,953,0,0,0,31,8,102,2,101,3,0.0
20762,50,1,0,0,0,0,1,0,0,9,7,99,2,-1,0,0.0
20763,30,8,1,0,0,79,1,1,0,5,2,528,2,196,1,0.0
20764,33,2,0,1,0,145,0,0,0,20,11,262,3,-1,0,0.0
20765,35,2,0,1,0,14232,0,0,0,18,11,372,2,-1,0,0.0
20766,42,0,1,0,0,961,0,0,0,18,5,10,6,354,1,0.0
20767,35,1,2,1,0,321,0,0,0,9,5,189,1,-1,0,0.0
20768,42,0,0,0,0,698,1,0,0,5,6,729,2,-1,0,0.0
20769,54,0,0,2,0,-864,0,0,1,7,5,755,3,363,5,0.0
20770,57,1,0,1,0,1602,1,0,0,29,7,339,3,-1,0,0.0
20771,51,9,2,1,0,370,0,0,0,19,8,109,3,-1,0,0.0
20772,42,2,0,0,0,3501,1,0,0,28,8,23,22,-1,0,0.0
20773,32,1,1,1,0,28,1,0,0,8,8,111,2,-1,0,0.0
20774,44,1,2,1,0,0,0,0,1,7,5,146,4,-1,0,0.0
20775,41,0,0,2,0,410,0,0,0,14,5,85,4,-1,0,0.0
20776,30,10,1,0,0,4,1,0,0,4,2,443,2,-1,0,0.0
20777,28,8,0,0,0,1,1,0,0,20,4,128,1,-1,0,0.0
20778,59,2,0,0,0,519,0,0,0,28,5,90,8,-1,0,0.0
20779,41,9,0,0,0,0,0,0,1,28,7,41,2,-1,0,0.0
20780,26,10,1,0,0,1164,1,0,0,9,7,116,1,301,1,0.0
20781,35,3,0,0,0,786,1,1,0,25,7,322,1,-1,0,0.0
20782,43,0,0,2,0,985,0,0,0,16,4,35,1,-1,0,0.0
20783,35,1,0,1,0,376,1,0,0,19,11,223,4,-1,0,0.0
20784,35,4,0,0,0,0,0,0,0,6,5,343,3,351,1,0.0
20785,47,1,0,1,0,1147,1,0,0,27,2,204,1,-1,0,0.0
20786,62,5,0,1,0,0,1,0,0,17,12,188,2,-1,0,0.0
20787,57,4,0,0,0,-37,1,1,1,16,7,31,6,-1,0,0.0
20788,41,3,2,0,0,261,0,0,0,29,7,797,15,-1,0,0.0
20789,52,1,0,1,0,1295,0,0,0,18,11,121,1,123,1,0.0
20790,41,1,0,1,0,103,1,1,0,6,8,65,2,-1,0,0.0
20791,48,2,2,0,0,-63,1,1,0,15,5,7,1,670,5,0.0
20792,40,2,0,0,0,694,0,0,0,4,2,97,4,196,5,0.0
20793,68,5,0,2,0,7945,1,0,0,28,10,210,1,-1,0,0.0
20794,58,7,0,0,0,3,1,0,0,19,6,188,5,-1,0,0.0
20795,50,2,0,0,0,20,0,0,0,9,7,95,1,-1,0,0.0
20796,32,3,0,0,0,552,0,0,0,6,5,98,2,-1,0,0.0
20797,38,0,0,0,0,137,1,0,0,10,7,624,1,-1,0,0.0
20798,33,4,1,0,0,0,0,0,0,28,7,174,2,-1,0,0.0
20799,29,1,0,1,0,8089,0,0,0,28,5,314,2,-1,0,0.0
20800,30,7,0,0,0,1013,0,0,0,3,2,24,9,-1,0,0.0
20801,31,0,1,1,0,403,1,0,0,29,1,356,2,-1,0,0.0
20802,47,4,0,0,0,344,0,0,0,3,6,87,1,-1,0,0.0
20803,44,2,0,1,0,1707,1,0,0,8,8,406,3,-1,0,0.0
20804,35,3,0,0,1,76,1,1,0,17,6,107,1,-1,0,0.0
20805,57,0,0,0,0,108,1,0,0,12,6,98,1,-1,0,0.0
20806,36,7,1,0,0,475,1,0,0,25,7,141,3,-1,0,0.0
20807,36,0,0,0,0,-185,0,0,0,12,5,167,2,350,2,0.0
20808,27,3,0,0,0,3,0,0,0,23,5,159,5,-1,0,0.0
20809,44,6,2,0,0,522,0,0,0,8,4,241,1,-1,0,0.0
20810,36,1,0,1,0,549,0,0,0,17,4,151,4,150,2,0.0
20811,32,2,0,0,0,767,0,1,0,4,2,42,1,-1,0,0.0
20812,53,0,0,2,0,1794,0,0,0,17,4,557,1,-1,0,0.0
20813,31,0,2,0,0,-306,1,0,0,3,6,137,2,-1,0,0.0
20814,27,1,0,1,0,312,1,0,1,5,2,251,1,-1,0,0.0
20815,33,0,0,0,0,0,0,0,0,7,5,831,4,-1,0,0.0
20816,52,0,0,0,0,2206,0,0,0,15,5,875,5,-1,0,0.0
20817,31,1,0,1,0,2344,0,0,0,14,8,221,6,-1,0,0.0
20818,47,3,0,0,0,2152,1,0,0,2,2,138,1,-1,0,0.0
20819,36,3,1,1,0,2317,0,0,0,19,11,56,2,-1,0,0.0
20820,48,1,2,1,0,0,1,0,0,20,6,26,3,-1,0,0.0
20821,31,10,0,0,0,200,0,0,0,4,5,362,5,-1,0,0.0
20822,35,2,2,0,0,1085,1,0,0,27,8,130,10,-1,0,0.0
20823,53,2,2,0,0,394,1,0,0,25,8,103,5,-1,0,0.0
20824,29,3,1,0,0,460,0,0,0,18,5,191,2,357,6,0.0
20825,35,1,1,1,0,250,1,0,0,19,6,92,2,-1,0,0.0
20826,46,0,0,0,0,1109,0,0,0,19,8,221,12,-1,0,0.0
20827,43,2,0,0,0,-57,1,0,0,28,1,41,1,-1,0,0.0
20828,31,0,1,0,0,-366,0,0,0,19,11,313,1,180,1,0.0
20829,30,1,1,1,0,358,0,0,0,19,5,88,51,-1,0,0.0
20830,37,4,0,0,0,3,0,0,0,12,6,105,4,318,6,0.0
20831,33,4,0,0,0,610,1,1,0,19,8,116,7,-1,0,0.0
20832,60,2,2,0,0,615,0,0,0,29,1,130,1,-1,0,0.0
20833,53,0,0,2,0,-39,0,0,0,20,8,87,2,-1,0,0.0
20834,32,8,0,1,0,0,1,0,0,4,2,106,1,-1,0,0.0
20835,34,0,1,0,0,79,1,1,0,20,11,104,1,-1,0,0.0
20836,35,1,0,1,0,569,1,0,0,11,8,121,3,-1,0,0.0
20837,45,3,0,0,0,6971,1,0,0,22,5,119,1,-1,0,0.0
20838,57,6,0,0,0,7747,1,0,0,7,8,102,2,-1,0,0.0
20839,33,1,2,1,0,-848,0,0,1,9,2,12,12,256,2,0.0
20840,45,3,2,0,0,1293,0,1,1,20,10,164,1,-1,0,0.0
20841,50,3,0,0,0,219,0,0,0,15,7,419,7,-1,0,0.0
20842,48,1,0,1,0,263,0,0,0,5,5,350,2,-1,0,0.0
20843,36,1,0,1,0,812,1,0,0,7,8,99,4,-1,0,0.0
20844,38,1,1,1,0,6836,0,0,0,29,5,374,4,-1,0,0.0
20845,41,3,2,2,0,4070,0,0,0,6,5,140,2,-1,0,0.0
20846,34,2,0,0,0,545,0,0,0,25,8,96,4,-1,0,0.0
20847,63,8,0,2,0,0,1,0,1,30,11,337,3,-1,0,0.0
20848,29,3,0,0,0,301,0,0,0,2,6,150,5,-1,0,0.0
20849,43,4,0,0,0,87,1,0,0,22,7,183,1,-1,0,0.0
20850,37,0,0,0,0,168,0,0,0,17,4,266,2,-1,0,0.0
20851,57,1,2,1,0,-676,0,1,0,29,1,100,2,247,1,0.0
20852,50,1,1,1,0,1300,0,0,0,13,5,379,2,-1,0,0.0
20853,37,0,0,2,0,2814,0,0,0,20,11,619,3,-1,0,0.0
20854,43,0,0,2,0,108,0,1,0,15,5,420,4,-1,0,0.0
20855,60,3,2,0,0,0,1,1,1,16,7,357,7,-1,0,0.0
20856,39,1,0,1,0,309,1,0,0,26,8,94,14,-1,0,0.0
20857,31,3,0,0,0,355,0,0,0,9,5,239,1,-1,0,0.0
20858,36,0,0,2,0,1993,0,1,0,13,5,174,1,359,2,0.0
20859,41,1,1,0,0,764,1,0,0,12,6,230,2,-1,0,0.0
20860,55,2,0,2,0,284,1,0,0,22,7,70,9,-1,0,0.0
20861,49,2,2,0,0,7,0,1,0,17,11,50,1,-1,0,0.0
20862,56,1,2,2,0,26,0,0,0,13,5,194,4,359,2,0.0
20863,50,1,0,1,0,536,1,0,0,20,6,75,3,-1,0,0.0
20864,48,9,0,2,0,0,1,0,0,28,8,20,23,-1,0,0.0
20865,48,2,0,0,0,522,0,0,0,19,5,71,1,-1,0,0.0
20866,33,6,1,1,0,301,0,0,0,17,4,446,1,-1,0,0.0
20867,41,3,2,0,0,1232,1,0,0,5,2,217,1,-1,0,0.0
20868,34,0,0,2,0,183,0,0,0,19,5,3078,4,-1,0,0.0
20869,38,4,1,2,0,556,0,0,0,12,6,113,1,-1,0,0.0
20870,35,2,0,0,0,1546,0,0,0,20,11,148,4,-1,0,0.0
20871,31,7,1,1,1,37,0,0,0,12,5,281,1,-1,0,0.0
20872,27,4,1,2,0,140,0,1,0,25,7,361,1,-1,0,0.0
20873,38,1,1,1,0,1602,0,0,0,3,6,215,3,-1,0,0.0
20874,40,0,0,0,0,384,1,1,0,30,7,142,3,-1,0,0.0
20875,37,3,1,0,0,1113,0,0,0,9,5,237,1,-1,0,0.0
